dataset,num_positive_bucket,source_file,selection_betas,num_positive,top_k,pubmed_retrieved,pubmed_precision,pubmed_recall,subset_retrieved,subset_precision,subset_recall,pseudo_precision,pseudo_recall,optimization_score,qg_time_seconds,query_size_paths,query_size_avg_path_len,query_size_ANDs,query_size_NOTs,query_size_added_ORs,query_size_synonym_ORs,query_size_ORs,logical_operators,pubmed_f1,pubmed_f3
sr_updates,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.3,dc=0.5,maxd=7,maxf=0.63,mof=10,maxs=None,midre=0.0045,midrs=0.043,mins=3,mwfl=0.0004,ne=50,pfs=1.1,rmf=1.5,rmidr=3,rweight=6.5,k=1.2,tkoc=500/cf=0.002,cb=0.6,mh_noexp=False,mro=0.03,mrp=0.01,mto=0.15,pb=0.3,te=False,tiab=True/qg_results.jsonl","3,4,5,6,7,8,9,10",15.933333333333334,130.73333333333332,497.4,0.01093184991416108,0.4002525252525252,115.4,0.09483853469425037,0.5276693017127799,0.5827406766133086,0.47794278569418985,0.5114545318685809,5.595884370803833,1.4666666666666666,2.6666666666666665,2.933333333333333,0.0,2.7333333333333334,0.0,3.2,6.133333333333334,0.020785100390425606,0.0772437909644526
tar2019,>=50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.3,dc=0.5,maxd=7,maxf=0.63,mof=10,maxs=None,midre=0.0045,midrs=0.043,mins=3,mwfl=0.0004,ne=50,pfs=1.1,rmf=1.5,rmidr=3,rweight=6.5,k=1.2,tkoc=500/cf=0.002,cb=0.6,mh_noexp=False,mro=0.03,mrp=0.01,mto=0.15,pb=0.3,te=False,tiab=True/qg_results.jsonl","3,4,5,6,7,8,9,10",94.41666666666667,720.0833333333334,1094.0,0.056321539307597895,0.3663750581764959,522.3333333333334,0.11694342867127289,0.5862625641339806,0.694303239527327,0.4902705513081216,0.5855091506590031,87.98007643222809,1.75,3.75,4.75,0.25,9.5,0.0,10.25,15.25,0.0801947666440423,0.1806537068830022
sigir2017,>=50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.3,dc=0.5,maxd=7,maxf=0.63,mof=10,maxs=None,midre=0.0045,midrs=0.043,mins=3,mwfl=0.0004,ne=50,pfs=1.1,rmf=1.5,rmidr=3,rweight=6.5,k=1.2,tkoc=500/cf=0.002,cb=0.6,mh_noexp=False,mro=0.03,mrp=0.01,mto=0.15,pb=0.3,te=False,tiab=True/qg_results.jsonl","3,4,5,6,7,8,9,10",85.3076923076923,639.6153846153846,4274.846153846154,0.014002075628825408,0.5254184658249952,380.7692307692308,0.17711284093911597,0.7158993986224178,0.7154360896215288,0.4359561562282313,0.5612054220333509,76.59320017007681,1.9230769230769231,4.051282051282052,5.538461538461538,0.23076923076923078,13.307692307692308,0.0,14.23076923076923,20.0,0.02704127709966301,0.10689677708785061
tar2018,>=50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.3,dc=0.5,maxd=7,maxf=0.63,mof=10,maxs=None,midre=0.0045,midrs=0.043,mins=3,mwfl=0.0004,ne=50,pfs=1.1,rmf=1.5,rmidr=3,rweight=6.5,k=1.2,tkoc=500/cf=0.002,cb=0.6,mh_noexp=False,mro=0.03,mrp=0.01,mto=0.15,pb=0.3,te=False,tiab=True/qg_results.jsonl","3,4,5,6,7,8,9,10",186.2,1262.2333333333333,1129.5333333333333,0.07770769594994185,0.45594525356321225,880.9666666666667,0.14239080405186766,0.6921747969340082,0.6982574970349372,0.48906167759906943,0.5847934218608289,250.2764263947805,1.8,4.0055555555555555,5.133333333333334,0.26666666666666666,13.0,0.0,13.8,19.2,0.12432536146520573,0.283275911024111
sigir2017,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=1.8,mh_noexp=False,mro=0.01,mrp=0.01,mto=0.12,pb=0.6,te=False,tiab=False/qg_results.jsonl","36,37,38,39,40,41,42,43,44,45,46,47,48,49,50",10.922077922077921,117.21428571428571,9465.227272727272,0.001876729429059958,0.8275403553365632,189.30519480519482,0.0444697959471918,0.801074780841006,0.3940626155460836,0.6416352651867798,0.5105104757391586,6.492794420812037,2.655844155844156,2.7283549783549783,4.837662337662338,0.032467532467532464,8.357142857142858,0.0,10.012987012987013,14.883116883116884,0.0037326303215025843,0.017900388375912995
sr_updates,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=1.8,mh_noexp=False,mro=0.01,mrp=0.01,mto=0.12,pb=0.6,te=False,tiab=False/qg_results.jsonl","36,37,38,39,40,41,42,43,44,45,46,47,48,49,50",15.933333333333334,163.26666666666668,4435.2,0.0038201367577487128,0.7048555534642491,252.53333333333333,0.0475955110055004,0.7106463809942072,0.46150280990211534,0.689004032319431,0.5733539290250174,6.41053908665975,2.7333333333333334,2.901111111111111,5.333333333333333,0.0,8.6,0.0,10.333333333333334,15.666666666666666,0.007567397802481386,0.03522215809777738
tar2019,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=1.8,mh_noexp=False,mro=0.01,mrp=0.01,mto=0.12,pb=0.6,te=False,tiab=False/qg_results.jsonl","36,37,38,39,40,41,42,43,44,45,46,47,48,49,50",15.90625,159.875,8522.4375,0.00411193037458843,0.8483062740631228,267.875,0.04448778126769794,0.7992216867835734,0.39138268472816096,0.6704782278660519,0.5278052631904757,9.911705933511257,2.71875,3.046875,5.5625,0.09375,9.21875,0.0,10.9375,16.59375,0.008109239326787337,0.036708018870418815
tar2018,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=1.8,mh_noexp=False,mro=0.01,mrp=0.01,mto=0.12,pb=0.6,te=False,tiab=False/qg_results.jsonl","36,37,38,39,40,41,42,43,44,45,46,47,48,49,50",22.137931034482758,218.31034482758622,6614.551724137931,0.006102674850450553,0.6983874042832064,388.6896551724138,0.04357519724274517,0.7006771759807742,0.399149149391434,0.6941870246313446,0.5400948630338874,13.687877860562555,2.6551724137931036,3.2298850574712645,5.655172413793103,0.1724137931034483,10.96551724137931,0.0,12.620689655172415,18.448275862068964,0.011974863298076989,0.05262202683454956
sigir2017,>=50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=1.8,mh_noexp=False,mro=0.01,mrp=0.01,mto=0.12,pb=0.6,te=False,tiab=False/qg_results.jsonl","36,37,38,39,40,41,42,43,44,45,46,47,48,49,50",85.3076923076923,799.1538461538462,55177.38461538462,0.002749928507266431,0.8865873021821267,1195.8461538461538,0.06335079310338966,0.8423881510793686,0.4266980989949376,0.6385680428925036,0.5175420858030075,41.49076113334069,2.8461538461538463,2.9525641025641027,5.3076923076923075,0.07692307692307693,17.076923076923077,0.0,18.923076923076923,24.307692307692307,0.005466217895666338,0.026079830674209034
tar2019,>=50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=1.8,mh_noexp=False,mro=0.01,mrp=0.01,mto=0.12,pb=0.6,te=False,tiab=False/qg_results.jsonl","36,37,38,39,40,41,42,43,44,45,46,47,48,49,50",94.41666666666667,900.0,17489.5,0.007233359662984373,0.9028076427906223,1493.75,0.05794849117887469,0.8509781609690469,0.4837330666709647,0.7513356798396615,0.6108113361360373,41.3806726137797,2.5833333333333335,2.9166666666666665,4.666666666666667,0.25,16.166666666666668,0.0,17.75,22.666666666666668,0.014282303295522167,0.06504684353503627
tar2018,>=50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=1.8,mh_noexp=False,mro=0.01,mrp=0.01,mto=0.12,pb=0.6,te=False,tiab=False/qg_results.jsonl","36,37,38,39,40,41,42,43,44,45,46,47,48,49,50",186.2,1577.3,18496.166666666668,0.013343202538319561,0.8913377228766723,2520.233333333333,0.06486277380572858,0.8787167372427742,0.46527397463976244,0.7207643891206507,0.5916922413901425,72.33700718084971,2.433333333333333,3.0638888888888887,4.733333333333333,0.16666666666666666,16.933333333333334,0.0,18.366666666666667,23.266666666666666,0.02607221018586571,0.11105135136997586
sigir2017,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=0.8,mh_noexp=False,mro=0,mrp=0.01,mto=0.08,pb=0.35,te=False,tiab=False/qg_results.jsonl","19,20,21,22",10.922077922077921,117.21428571428571,4265.11038961039,0.0034308170819732867,0.7280539677439526,99.47402597402598,0.07576747567710757,0.720258059032485,0.5735303530117456,0.5014774440984697,0.49720123713158704,9.232391581906901,2.116883116883117,3.1083333333333334,4.603896103896104,0.045454545454545456,6.8896103896103895,0.0,8.006493506493506,12.655844155844155,0.006797306288029745,0.0317237528353259
sr_updates,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=0.8,mh_noexp=False,mro=0,mrp=0.01,mto=0.08,pb=0.35,te=False,tiab=False/qg_results.jsonl","19,20,21,22",15.933333333333334,163.26666666666668,4164.333333333333,0.010510696271687523,0.590976159106594,149.93333333333334,0.06996145317515469,0.6197982934939457,0.6146457647997756,0.5613651507419248,0.5594101243029803,9.577902857462565,1.6666666666666667,3.077777777777778,3.4,0.13333333333333333,6.2,0.0,6.866666666666666,10.4,0.02019036817984766,0.07829806179699396
tar2019,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=0.8,mh_noexp=False,mro=0,mrp=0.01,mto=0.08,pb=0.35,te=False,tiab=False/qg_results.jsonl","19,20,21,22",15.90625,159.875,3779.5625,0.007688944982655111,0.7255440736527888,152.4375,0.07121365294571036,0.6670169476401872,0.5525996300596364,0.5182323191784258,0.5000182160729064,13.45369802415371,2.0,3.40625,4.84375,0.0625,7.53125,0.0,8.53125,13.4375,0.014970024776120399,0.06300729181492315
tar2018,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=0.8,mh_noexp=False,mro=0,mrp=0.01,mto=0.08,pb=0.35,te=False,tiab=False/qg_results.jsonl","19,20,21,22",22.137931034482758,218.31034482758622,2702.6206896551726,0.012973076674786433,0.6494044491645691,210.9655172413793,0.06883350152755165,0.6431323996878721,0.5612240865205353,0.5213548889482622,0.5025866189580315,21.640970369865155,2.103448275862069,3.586206896551724,5.0344827586206895,0.27586206896551724,9.413793103448276,0.0,10.517241379310345,15.827586206896552,0.02499498451804182,0.10010436996429699
sigir2017,>=50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=0.8,mh_noexp=False,mro=0,mrp=0.01,mto=0.08,pb=0.35,te=False,tiab=False/qg_results.jsonl","19,20,21,22",85.3076923076923,799.1538461538462,32196.46153846154,0.003939135829818503,0.8289938772304842,612.7692307692307,0.11413751793757507,0.7533581919898018,0.625486290038465,0.4816125090593335,0.5111721705071948,61.6671783557305,1.8461538461538463,3.564102564102564,4.615384615384615,0.07692307692307693,17.53846153846154,0.0,18.384615384615383,23.076923076923077,0.007811918011651671,0.03664152330219316
tar2018,>=50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=0.8,mh_noexp=False,mro=0,mrp=0.01,mto=0.08,pb=0.35,te=False,tiab=False/qg_results.jsonl","19,20,21,22",186.2,1577.3,7937.733333333334,0.029370054534458942,0.7875367936268257,1395.2,0.10604019910709944,0.7792953094050135,0.6405155893050407,0.5477990567367382,0.5601693782386676,92.36515930493672,1.6,3.75,4.2,0.13333333333333333,14.366666666666667,0.0,14.966666666666667,19.3,0.055813544047259564,0.2042021882003153
tar2019,>=50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=0.8,mh_noexp=False,mro=0,mrp=0.01,mto=0.08,pb=0.35,te=False,tiab=False/qg_results.jsonl","19,20,21,22",94.41666666666667,900.0,4236.666666666667,0.0193374391950287,0.6983514018986478,818.5,0.08360092137046482,0.7004791305314634,0.6296825804115928,0.5792939701076898,0.5696918753028167,62.280918637911476,1.8333333333333333,3.2916666666666665,3.9166666666666665,0.16666666666666666,11.583333333333334,0.0,12.416666666666666,16.5,0.03736436143987791,0.14846079545214308
sigir2017,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=1,mh_noexp=False,mro=0,mrp=0.01,mto=0.01,pb=0.35,te=False,tiab=False/qg_results.jsonl","23,24,25,26,27,28,29,30",10.922077922077921,117.21428571428571,5937.363636363636,0.002673559630251115,0.767593887266616,123.74675324675324,0.061663629194130015,0.7670026648189314,0.53725173145698,0.5965983333963591,0.519116393736058,21.978843910353525,1.9090909090909092,3.2895021645021645,4.311688311688312,0.12337662337662338,11.006493506493506,0.0,11.915584415584416,16.350649350649352,0.0052965439098740085,0.024750360701570467
sr_updates,<50,"lc=True,maxdf=0.5,mesh=True,ma=True,mindf=100,rw=True,rmn=True,rmp=True,d=503679/boot,=True,cw=0.2,dc=2,maxd=4,maxf=0.5,mof=10,maxs=None,midre=0.001,midrs=0.001,mins=3,mwfl=0.0002,ne=50,pfs=1.1,rmf=0.9,rmidr=0.9,rweight=1.5,k=1.5,tkoc=500/cf=0.002,cb=1,mh_noexp=False,mro=0,mrp=0.01,mto=0.01,pb=0.35,te=False,tiab=False/qg_results.jsonl","23,24,25,26,27,28,29,30",15.933333333333334,163.26666666666668,3157.3333333333335,0.007716861151604668,0.6293195934500282,174.8,0.06353349141514901,0.6534971871928394,0.5862546357899366,0.6298031441309675,0.5693718133396283,24.357506020863852,1.6666666666666667,3.1666666666666665,3.6,0.2,10.533333333333333,0.0,11.2,15.0,0.0148823341766356,0.05943679362051775
